Date,Brand,Region,Sales Volume,Revenue ($),Average Price per Unit ($)
2021-06-19,Chanel,Asia,95,285000,3000
2023-03-06,Gucci,North America,65,78000,1200
2022-05-01,Gucci,North America,70,84000,1200
2023-11-04,Chanel,Asia,72,216000,3000
2024-10-11,Rolex,Middle East,27,216000,8000
2024-01-31,Rolex,Australia,56,448000,8000
2024-09-30,Gucci,Asia,61,73200,1200
2023-03-26,Gucci,Middle East,78,93600,1200
2024-06-17,Chanel,Asia,39,117000,3000
2022-10-26,Chanel,Australia,92,276000,3000
2021-03-20,Rolex,Australia,10,80000,8000
2024-05-12,Rolex,Middle East,74,592000,8000
2024-08-06,Gucci,Middle East,50,60000,1200
2021-12-07,Chanel,Middle East,23,69000,3000
2022-03-05,Dior,Europe,60,90000,1500
2021-04-02,Gucci,North America,79,94800,1200
2021-10-17,Chanel,North America,66,198000,3000
2022-06-07,Louis Vuitton,Australia,55,137500,2500
2023-03-15,Louis Vuitton,Europe,10,25000,2500
2023-01-01,Louis Vuitton,Europe,64,160000,2500
2022-06-26,Chanel,Europe,25,75000,3000
2023-01-20,Dior,Middle East,11,16500,1500
2023-02-25,Chanel,Asia,12,36000,3000
2023-03-03,Louis Vuitton,Asia,50,125000,2500
2024-04-22,Chanel,North America,82,246000,3000
2023-11-01,Chanel,Middle East,84,252000,3000
2023-11-10,Louis Vuitton,North America,73,182500,2500
2021-03-17,Louis Vuitton,Australia,66,165000,2500
2022-11-14,Gucci,Middle East,18,21600,1200
2022-12-18,Louis Vuitton,Asia,20,50000,2500
2023-07-31,Gucci,Middle East,21,25200,1200
2024-07-01,Dior,Asia,87,130500,1500
2022-11-08,Louis Vuitton,Middle East,28,70000,2500
2024-03-27,Chanel,Asia,72,216000,3000
2024-09-17,Chanel,Middle East,91,273000,3000
2021-10-21,Dior,Asia,12,18000,1500
2021-07-09,Louis Vuitton,Australia,82,205000,2500
2024-05-08,Dior,North America,31,46500,1500
2021-09-17,Gucci,Europe,87,104400,1200
2023-08-20,Rolex,Australia,88,704000,8000
2021-12-27,Louis Vuitton,Asia,40,100000,2500
2021-07-10,Chanel,Australia,21,63000,3000
2023-11-16,Gucci,Australia,41,49200,1200
2023-12-08,Rolex,North America,64,512000,8000
2022-01-20,Dior,Europe,41,61500,1500
2021-08-28,Louis Vuitton,Middle East,41,102500,2500
2022-11-28,Dior,Europe,99,148500,1500
2022-01-07,Chanel,Middle East,47,141000,3000
2024-06-13,Dior,Europe,22,33000,1500
2023-03-16,Dior,Asia,85,127500,1500
2022-10-15,Dior,Europe,89,133500,1500
2021-12-21,Rolex,North America,27,216000,8000
2021-11-03,Dior,Asia,78,117000,1500
2021-11-21,Chanel,Middle East,89,267000,3000
2024-12-25,Dior,North America,92,138000,1500
2021-11-18,Rolex,Australia,62,496000,8000
2025-01-26,Chanel,Australia,49,147000,3000
2022-10-24,Dior,Asia,7,10500,1500
2022-05-01,Chanel,Asia,15,45000,3000
2023-12-06,Rolex,Asia,48,384000,8000
2024-07-04,Chanel,Europe,20,60000,3000
2022-12-19,Louis Vuitton,Asia,24,60000,2500
2023-09-13,Louis Vuitton,Australia,76,190000,2500
2021-09-04,Chanel,Australia,66,198000,3000
2023-04-27,Louis Vuitton,Australia,30,75000,2500
2024-04-16,Chanel,Europe,68,204000,3000
2021-12-23,Louis Vuitton,Europe,79,197500,2500
2022-12-02,Dior,Asia,55,82500,1500
2023-01-23,Chanel,Europe,6,18000,3000
2022-07-29,Rolex,Europe,96,768000,8000
2024-11-11,Chanel,Middle East,15,45000,3000
2022-04-17,Gucci,Middle East,57,68400,1200
2025-01-01,Gucci,Asia,93,111600,1200
2021-11-27,Gucci,North America,31,37200,1200
2021-06-18,Dior,Asia,68,102000,1500
2023-06-03,Gucci,North America,17,20400,1200
2021-06-15,Rolex,North America,48,384000,8000
2021-04-02,Dior,North America,66,99000,1500
2023-06-21,Dior,Asia,96,144000,1500
2024-04-07,Dior,Europe,43,64500,1500
2022-05-05,Louis Vuitton,Middle East,28,70000,2500
2022-01-15,Gucci,North America,25,30000,1200
2022-05-02,Louis Vuitton,Australia,62,155000,2500
2021-09-09,Chanel,Europe,82,246000,3000
2025-02-17,Rolex,Australia,61,488000,8000
2021-03-08,Chanel,Asia,35,105000,3000
2021-04-12,Rolex,Australia,19,152000,8000
2023-09-29,Rolex,North America,44,352000,8000
2024-09-28,Dior,North America,77,115500,1500
2022-11-11,Chanel,North America,48,144000,3000
2023-05-20,Rolex,Australia,35,280000,8000
2024-05-18,Gucci,Middle East,93,111600,1200
2023-02-11,Chanel,Australia,50,150000,3000
2023-09-21,Chanel,Australia,12,36000,3000
2022-01-30,Louis Vuitton,North America,86,215000,2500
2023-04-13,Rolex,Australia,79,632000,8000
2022-09-04,Dior,North America,23,34500,1500
2022-04-24,Chanel,Australia,92,276000,3000
2022-10-21,Gucci,North America,55,66000,1200
2024-11-10,Dior,Australia,27,40500,1500
2022-04-30,Dior,Australia,16,24000,1500
2021-07-16,Chanel,Middle East,77,231000,3000
2024-06-18,Gucci,North America,28,33600,1200
2021-06-10,Chanel,Middle East,10,30000,3000
2022-02-17,Rolex,Asia,59,472000,8000
2023-10-08,Dior,Middle East,44,66000,1500
2023-08-18,Chanel,North America,88,264000,3000
2024-03-18,Dior,Europe,78,117000,1500
2022-01-11,Gucci,Europe,78,93600,1200
2023-08-31,Louis Vuitton,Asia,74,185000,2500
2022-01-09,Louis Vuitton,Australia,57,142500,2500
2021-06-21,Louis Vuitton,Middle East,63,157500,2500
2021-11-06,Rolex,Europe,85,680000,8000
2022-05-16,Rolex,Middle East,10,80000,8000
2022-12-13,Louis Vuitton,Australia,17,42500,2500
2023-11-04,Dior,Middle East,43,64500,1500
2021-07-24,Rolex,North America,80,640000,8000
2021-10-23,Rolex,Asia,98,784000,8000
2022-09-04,Rolex,Asia,58,464000,8000
2024-11-09,Chanel,North America,68,204000,3000
2024-07-01,Rolex,Australia,8,64000,8000
2021-09-04,Dior,North America,75,112500,1500
2023-12-20,Gucci,Europe,85,102000,1200
2021-08-21,Chanel,North America,87,261000,3000
2021-08-10,Rolex,Middle East,4,32000,8000
2021-05-04,Gucci,Middle East,99,118800,1200
2022-01-31,Gucci,Middle East,40,48000,1200
2024-03-31,Gucci,Australia,75,90000,1200
2025-01-21,Dior,Europe,10,15000,1500
2021-12-10,Rolex,Australia,93,744000,8000
2023-06-10,Rolex,North America,37,296000,8000
2022-01-17,Dior,Asia,15,22500,1500
2024-06-09,Gucci,North America,57,68400,1200
2022-09-29,Dior,North America,79,118500,1500
2023-11-22,Dior,Australia,7,10500,1500
2022-04-25,Gucci,Australia,25,30000,1200
2022-09-04,Chanel,Australia,91,273000,3000
2023-01-28,Rolex,Middle East,36,288000,8000
2023-07-25,Dior,Middle East,19,28500,1500
2022-12-25,Gucci,Europe,99,118800,1200
2024-01-08,Rolex,Middle East,51,408000,8000
2023-04-14,Rolex,North America,36,288000,8000
2022-02-08,Louis Vuitton,North America,83,207500,2500
2025-02-10,Chanel,Europe,35,105000,3000
2022-08-03,Dior,Europe,49,73500,1500
2025-01-26,Rolex,Europe,98,784000,8000
2021-11-24,Rolex,North America,70,560000,8000
2022-04-16,Rolex,Asia,9,72000,8000
2024-05-11,Rolex,North America,42,336000,8000
2023-12-12,Gucci,Australia,2,2400,1200
2024-10-14,Louis Vuitton,Australia,53,132500,2500
2024-03-01,Louis Vuitton,Europe,14,35000,2500
2024-01-31,Chanel,Middle East,62,186000,3000
2021-05-10,Rolex,Australia,53,424000,8000
2022-08-07,Dior,Europe,49,73500,1500
2024-11-22,Louis Vuitton,Europe,83,207500,2500
2025-02-07,Louis Vuitton,Middle East,13,32500,2500
2021-12-09,Louis Vuitton,North America,2,5000,2500
2021-08-25,Dior,Asia,49,73500,1500
2024-01-11,Dior,Asia,47,70500,1500
2022-03-11,Dior,Middle East,91,136500,1500
2023-01-13,Louis Vuitton,Middle East,90,225000,2500
2023-09-07,Rolex,Asia,23,184000,8000
2024-10-17,Dior,Middle East,41,61500,1500
2021-04-02,Chanel,Asia,4,12000,3000
2022-12-21,Rolex,Middle East,48,384000,8000
2021-12-09,Rolex,Asia,22,176000,8000
2025-01-26,Dior,Asia,26,39000,1500
2021-11-08,Rolex,Australia,42,336000,8000
2023-10-15,Dior,Asia,1,1500,1500
2023-06-30,Gucci,Australia,98,117600,1200
2021-10-18,Gucci,Australia,4,4800,1200
2023-09-20,Dior,North America,97,145500,1500
2022-04-04,Louis Vuitton,North America,90,225000,2500
2022-03-27,Gucci,Middle East,62,74400,1200
2021-05-18,Gucci,Australia,54,64800,1200
2022-03-02,Louis Vuitton,Asia,16,40000,2500
2023-03-15,Louis Vuitton,Australia,35,87500,2500
2022-07-21,Gucci,Middle East,44,52800,1200
2023-09-01,Gucci,Europe,77,92400,1200
2024-01-31,Gucci,Middle East,94,112800,1200
2024-08-29,Chanel,Australia,98,294000,3000
2023-01-11,Dior,North America,3,4500,1500
2023-12-25,Chanel,North America,2,6000,3000
2023-09-28,Louis Vuitton,Europe,45,112500,2500
2022-03-27,Chanel,Middle East,42,126000,3000
2023-03-29,Louis Vuitton,Middle East,86,215000,2500
2023-01-22,Chanel,Asia,80,240000,3000
2023-05-11,Dior,Australia,36,54000,1500
2024-06-23,Louis Vuitton,Asia,27,67500,2500
2022-06-03,Gucci,North America,92,110400,1200
2021-11-26,Gucci,North America,90,108000,1200
2021-12-19,Gucci,Australia,78,93600,1200
2022-11-06,Gucci,Europe,90,108000,1200
2024-02-21,Gucci,Europe,74,88800,1200
2024-11-07,Gucci,Middle East,22,26400,1200
2021-05-13,Dior,Middle East,42,63000,1500
2023-01-15,Rolex,Middle East,41,328000,8000
2022-10-14,Chanel,North America,30,90000,3000
2024-10-22,Dior,Middle East,87,130500,1500
2024-11-14,Rolex,Europe,20,160000,8000
2023-11-10,Louis Vuitton,North America,25,62500,2500
2024-12-03,Gucci,Australia,75,90000,1200
2022-05-29,Rolex,North America,43,344000,8000
2025-02-17,Rolex,North America,54,432000,8000
2022-01-30,Rolex,Asia,92,736000,8000
2023-06-11,Chanel,Middle East,12,36000,3000
2022-12-13,Rolex,Asia,7,56000,8000
2024-12-28,Gucci,Middle East,33,39600,1200
2022-04-14,Chanel,Asia,68,204000,3000
2024-06-18,Louis Vuitton,Asia,36,90000,2500
2024-02-29,Chanel,Asia,39,117000,3000
2023-10-07,Rolex,Europe,64,512000,8000
2023-06-16,Rolex,Middle East,73,584000,8000
2022-12-07,Rolex,Middle East,79,632000,8000
2023-03-10,Dior,Middle East,98,147000,1500
2024-02-20,Gucci,Europe,77,92400,1200
2023-10-26,Gucci,Europe,26,31200,1200
2022-09-20,Rolex,Middle East,36,288000,8000
2023-12-07,Rolex,Middle East,25,200000,8000
2024-09-13,Gucci,Middle East,19,22800,1200
2024-11-27,Louis Vuitton,North America,75,187500,2500
2023-06-08,Rolex,Middle East,38,304000,8000
2022-09-22,Chanel,North America,67,201000,3000
2023-07-17,Louis Vuitton,North America,93,232500,2500
2022-03-09,Rolex,Europe,27,216000,8000
2024-04-14,Rolex,Australia,8,64000,8000
2022-07-03,Gucci,North America,12,14400,1200
2024-03-02,Louis Vuitton,Australia,57,142500,2500
2023-08-13,Gucci,Europe,36,43200,1200
2024-02-05,Dior,North America,76,114000,1500
2024-01-19,Rolex,Australia,96,768000,8000
2024-05-02,Chanel,Asia,44,132000,3000
2022-11-19,Dior,North America,76,114000,1500
2024-10-21,Gucci,Middle East,12,14400,1200
2022-09-09,Louis Vuitton,Middle East,61,152500,2500
2022-10-28,Dior,North America,83,124500,1500
2024-05-24,Gucci,Europe,17,20400,1200
2021-03-11,Chanel,North America,85,255000,3000
2022-06-19,Dior,Asia,85,127500,1500
2023-03-27,Dior,North America,11,16500,1500
2021-03-18,Chanel,Europe,46,138000,3000
2021-03-06,Louis Vuitton,Australia,58,145000,2500
2022-03-27,Dior,Europe,15,22500,1500
2023-03-27,Gucci,Europe,90,108000,1200
2024-12-10,Gucci,North America,26,31200,1200
2024-11-16,Chanel,Asia,46,138000,3000
2022-07-04,Gucci,Europe,11,13200,1200
2022-05-03,Chanel,Australia,83,249000,3000
2024-11-02,Chanel,Europe,58,174000,3000
2024-04-10,Chanel,Europe,73,219000,3000
2024-07-18,Rolex,Asia,61,488000,8000
2022-11-24,Chanel,Middle East,14,42000,3000
2022-09-15,Dior,Australia,61,91500,1500
2023-06-28,Dior,Asia,72,108000,1500
2024-02-15,Louis Vuitton,Middle East,92,230000,2500
2022-10-26,Rolex,Asia,20,160000,8000
2021-08-24,Gucci,North America,38,45600,1200
2021-05-03,Dior,Asia,52,78000,1500
2024-01-21,Chanel,Australia,24,72000,3000
2023-07-07,Louis Vuitton,North America,99,247500,2500
2025-01-12,Gucci,Australia,87,104400,1200
2023-07-30,Chanel,Australia,2,6000,3000
2021-09-27,Rolex,Australia,61,488000,8000
2022-07-20,Chanel,Asia,61,183000,3000
2021-10-01,Louis Vuitton,North America,86,215000,2500
2021-12-31,Rolex,Middle East,90,720000,8000
2024-05-31,Dior,North America,51,76500,1500
2022-09-25,Rolex,Australia,63,504000,8000
2023-10-06,Dior,Asia,70,105000,1500
2023-02-18,Gucci,Australia,99,118800,1200
2021-09-02,Chanel,Asia,31,93000,3000
2023-05-02,Dior,Middle East,13,19500,1500
2021-11-12,Chanel,Australia,83,249000,3000
2021-12-23,Louis Vuitton,North America,36,90000,2500
2024-11-27,Rolex,Middle East,60,480000,8000
2024-03-22,Gucci,Europe,5,6000,1200
2024-12-21,Gucci,Europe,45,54000,1200
2023-10-07,Dior,Europe,10,15000,1500
2023-02-28,Rolex,Europe,42,336000,8000
2022-05-03,Rolex,Asia,32,256000,8000
2024-02-29,Gucci,Australia,24,28800,1200
2024-03-05,Rolex,Australia,7,56000,8000
2023-11-11,Gucci,Europe,75,90000,1200
2024-11-07,Louis Vuitton,Middle East,52,130000,2500
2022-05-19,Dior,North America,40,60000,1500
2023-12-15,Louis Vuitton,Europe,57,142500,2500
2022-01-20,Gucci,North America,78,93600,1200
2023-11-17,Gucci,Asia,99,118800,1200
2022-01-14,Gucci,North America,88,105600,1200
2023-12-19,Dior,Asia,98,147000,1500
2023-10-29,Dior,Europe,13,19500,1500
2024-04-01,Louis Vuitton,Europe,96,240000,2500
2024-06-08,Rolex,Australia,50,400000,8000
2022-07-10,Chanel,Australia,95,285000,3000
2024-05-21,Louis Vuitton,Middle East,27,67500,2500
2023-02-24,Louis Vuitton,North America,57,142500,2500
2022-11-28,Dior,Asia,24,36000,1500
2023-09-14,Dior,Europe,38,57000,1500
2021-07-29,Louis Vuitton,North America,77,192500,2500
2021-05-09,Gucci,Middle East,63,75600,1200
2021-12-20,Chanel,Middle East,8,24000,3000
2024-11-26,Louis Vuitton,Asia,23,57500,2500
2023-12-02,Dior,Middle East,29,43500,1500
2023-02-16,Chanel,North America,53,159000,3000
2023-01-03,Chanel,Middle East,15,45000,3000
2025-01-30,Chanel,North America,96,288000,3000
2022-12-06,Rolex,Asia,22,176000,8000
2024-11-07,Louis Vuitton,Middle East,12,30000,2500
2022-02-24,Louis Vuitton,Asia,67,167500,2500
2025-02-25,Dior,Asia,58,87000,1500
2023-12-25,Louis Vuitton,Europe,79,197500,2500
2021-03-08,Dior,Asia,36,54000,1500
2023-12-13,Louis Vuitton,Australia,89,222500,2500
2021-04-18,Louis Vuitton,Australia,4,10000,2500
2023-09-20,Chanel,Europe,68,204000,3000
2022-12-20,Rolex,Asia,53,424000,8000
2021-06-21,Chanel,Europe,72,216000,3000
2022-12-04,Louis Vuitton,Middle East,46,115000,2500
2023-01-04,Gucci,Europe,71,85200,1200
2023-02-20,Louis Vuitton,Middle East,27,67500,2500
2024-11-20,Dior,Middle East,76,114000,1500
2022-12-31,Rolex,Australia,45,360000,8000
2022-05-01,Rolex,North America,45,360000,8000
2024-02-29,Chanel,Middle East,65,195000,3000
2024-10-13,Dior,Asia,56,84000,1500
2022-01-24,Louis Vuitton,Middle East,99,247500,2500
2022-09-18,Chanel,Asia,14,42000,3000
2024-08-28,Dior,Europe,72,108000,1500
2025-02-02,Louis Vuitton,North America,70,175000,2500
2021-06-24,Rolex,Middle East,42,336000,8000
2021-07-18,Louis Vuitton,Middle East,55,137500,2500
2023-10-21,Louis Vuitton,Middle East,25,62500,2500
2022-02-10,Rolex,Asia,60,480000,8000
2024-11-14,Chanel,Europe,27,81000,3000
2023-03-07,Louis Vuitton,North America,78,195000,2500
2021-06-27,Dior,Middle East,5,7500,1500
2024-07-21,Rolex,Europe,54,432000,8000
2022-04-20,Chanel,Europe,46,138000,3000
2024-03-16,Rolex,Europe,8,64000,8000
2022-10-22,Gucci,Europe,6,7200,1200
2023-11-21,Dior,Europe,69,103500,1500
2024-02-18,Gucci,Europe,9,10800,1200
2024-02-06,Dior,North America,6,9000,1500
2023-06-23,Louis Vuitton,Asia,99,247500,2500
2022-03-04,Chanel,North America,77,231000,3000
2021-07-26,Chanel,North America,9,27000,3000
2022-10-15,Gucci,North America,13,15600,1200
2023-07-22,Rolex,Asia,47,376000,8000
2022-07-05,Louis Vuitton,Middle East,36,90000,2500
2023-11-24,Rolex,Asia,22,176000,8000
2025-02-03,Louis Vuitton,Asia,42,105000,2500
2024-06-02,Dior,Middle East,58,87000,1500
2021-06-27,Gucci,Australia,64,76800,1200
2021-11-22,Dior,Europe,1,1500,1500
2023-05-22,Louis Vuitton,Asia,96,240000,2500
2024-10-14,Gucci,Middle East,18,21600,1200
2022-05-09,Louis Vuitton,North America,45,112500,2500
2021-11-27,Chanel,North America,81,243000,3000
2022-03-13,Dior,Asia,6,9000,1500
2023-04-03,Rolex,Europe,87,696000,8000
2023-12-01,Rolex,North America,74,592000,8000
2024-04-22,Chanel,North America,66,198000,3000
2024-08-04,Louis Vuitton,Europe,99,247500,2500
2021-09-26,Gucci,Asia,1,1200,1200
2022-01-04,Gucci,Asia,14,16800,1200
2023-04-17,Chanel,Australia,54,162000,3000
2021-08-23,Chanel,Australia,7,21000,3000
2021-10-15,Chanel,Middle East,13,39000,3000
2022-03-11,Dior,Middle East,30,45000,1500
2021-09-03,Dior,Middle East,52,78000,1500
2022-07-31,Rolex,North America,48,384000,8000
2023-07-23,Gucci,North America,18,21600,1200
2024-12-19,Chanel,Europe,11,33000,3000
2021-05-08,Dior,Europe,98,147000,1500
2023-06-09,Dior,Middle East,55,82500,1500
2023-08-24,Rolex,Asia,53,424000,8000
2024-02-08,Chanel,Middle East,39,117000,3000
2025-01-24,Dior,Middle East,94,141000,1500
2024-02-16,Dior,Middle East,92,138000,1500
2023-08-06,Rolex,Asia,46,368000,8000
2021-07-02,Gucci,Middle East,71,85200,1200
2024-07-18,Gucci,Asia,4,4800,1200
2024-11-19,Rolex,Australia,94,752000,8000
2024-07-05,Louis Vuitton,Middle East,23,57500,2500
2022-03-21,Rolex,Europe,20,160000,8000
2022-06-01,Dior,Asia,75,112500,1500
2024-01-15,Gucci,Australia,31,37200,1200
2022-12-12,Dior,Europe,50,75000,1500
2021-10-06,Gucci,Middle East,97,116400,1200
2022-04-28,Louis Vuitton,Middle East,54,135000,2500
2022-11-06,Chanel,North America,61,183000,3000
2022-01-20,Dior,North America,39,58500,1500
2022-01-17,Rolex,North America,11,88000,8000
2023-04-19,Louis Vuitton,Australia,53,132500,2500
2023-12-05,Rolex,Europe,33,264000,8000
2024-08-08,Gucci,Asia,51,61200,1200
2023-12-21,Gucci,North America,5,6000,1200
2024-09-06,Rolex,North America,99,792000,8000
2022-05-15,Louis Vuitton,Australia,63,157500,2500
2022-02-15,Gucci,Asia,75,90000,1200
2024-09-22,Louis Vuitton,Asia,27,67500,2500
2021-03-16,Gucci,North America,7,8400,1200
2021-06-16,Louis Vuitton,Australia,81,202500,2500
2023-12-22,Louis Vuitton,Middle East,28,70000,2500
2024-01-14,Dior,Europe,56,84000,1500
2022-01-28,Rolex,Europe,69,552000,8000
2023-09-04,Rolex,North America,35,280000,8000
2021-08-23,Dior,Middle East,47,70500,1500
2023-12-30,Gucci,Middle East,6,7200,1200
2023-08-26,Rolex,Europe,56,448000,8000
2021-09-23,Gucci,Asia,37,44400,1200
2021-11-12,Rolex,Europe,55,440000,8000
2022-09-24,Chanel,Europe,26,78000,3000
2025-02-08,Dior,North America,74,111000,1500
2024-02-17,Gucci,Australia,93,111600,1200
2024-08-17,Gucci,Europe,89,106800,1200
2024-03-07,Dior,Middle East,33,49500,1500
2024-08-11,Gucci,Australia,31,37200,1200
2022-07-30,Dior,North America,10,15000,1500
2023-11-06,Dior,Europe,91,136500,1500
2022-01-23,Rolex,Asia,79,632000,8000
2021-06-25,Chanel,Europe,29,87000,3000
2024-05-13,Dior,Asia,19,28500,1500
2022-01-18,Gucci,Europe,43,51600,1200
2022-10-12,Louis Vuitton,Middle East,70,175000,2500
2021-10-30,Rolex,Asia,85,680000,8000
2024-10-09,Dior,Australia,25,37500,1500
2022-10-20,Louis Vuitton,Europe,16,40000,2500
2021-04-21,Dior,Australia,66,99000,1500
2022-12-25,Chanel,Australia,53,159000,3000
2023-12-09,Gucci,Europe,28,33600,1200
2024-08-11,Louis Vuitton,Asia,68,170000,2500
2022-02-20,Chanel,Australia,67,201000,3000
2022-03-08,Rolex,Australia,17,136000,8000
2023-05-18,Gucci,Europe,85,102000,1200
2021-10-16,Dior,Australia,76,114000,1500
2023-04-06,Rolex,Asia,95,760000,8000
2021-06-06,Louis Vuitton,North America,63,157500,2500
2021-04-12,Rolex,Asia,14,112000,8000
2022-01-23,Louis Vuitton,Australia,70,175000,2500
2021-05-15,Louis Vuitton,Australia,60,150000,2500
2021-08-22,Louis Vuitton,Asia,99,247500,2500
2021-08-21,Dior,Middle East,3,4500,1500
2024-10-27,Rolex,Australia,4,32000,8000
2021-12-20,Louis Vuitton,Australia,41,102500,2500
2023-04-30,Chanel,Australia,47,141000,3000
2023-11-21,Rolex,Australia,90,720000,8000
2022-04-07,Rolex,Australia,51,408000,8000
2021-11-24,Louis Vuitton,Asia,6,15000,2500
2021-09-01,Gucci,Middle East,86,103200,1200
2023-05-20,Rolex,Middle East,56,448000,8000
2021-03-12,Louis Vuitton,Europe,59,147500,2500
2024-09-02,Gucci,Europe,68,81600,1200
2023-07-25,Louis Vuitton,Australia,34,85000,2500
2024-12-08,Rolex,Middle East,1,8000,8000
2023-07-09,Louis Vuitton,Europe,90,225000,2500
2024-04-25,Rolex,Europe,7,56000,8000
2023-01-15,Gucci,Europe,16,19200,1200
2022-05-15,Chanel,Middle East,27,81000,3000
2024-03-12,Rolex,North America,22,176000,8000
2023-10-28,Rolex,Middle East,64,512000,8000
2021-06-24,Chanel,Europe,49,147000,3000
2024-09-19,Rolex,Europe,48,384000,8000
2023-03-17,Chanel,Middle East,39,117000,3000
2022-05-19,Dior,Europe,61,91500,1500
2022-12-06,Louis Vuitton,Europe,21,52500,2500
2024-08-08,Louis Vuitton,Asia,79,197500,2500
2022-01-18,Rolex,Australia,21,168000,8000
2024-06-19,Louis Vuitton,Asia,97,242500,2500
2024-08-17,Rolex,Europe,12,96000,8000
2022-04-14,Chanel,Europe,13,39000,3000
2023-12-12,Rolex,Asia,52,416000,8000
2022-07-07,Chanel,Middle East,18,54000,3000
2021-06-12,Rolex,Europe,61,488000,8000
2023-03-18,Louis Vuitton,Europe,61,152500,2500
2024-08-02,Louis Vuitton,Europe,59,147500,2500
2025-01-23,Rolex,Europe,96,768000,8000
2021-07-08,Rolex,North America,90,720000,8000
2024-11-20,Louis Vuitton,Middle East,56,140000,2500
2021-10-02,Rolex,Australia,45,360000,8000
2022-02-15,Chanel,Australia,29,87000,3000
2021-10-14,Dior,Europe,85,127500,1500
2021-06-09,Chanel,Asia,2,6000,3000
2023-01-21,Chanel,Australia,86,258000,3000
2024-05-08,Louis Vuitton,Australia,98,245000,2500
2021-08-31,Rolex,Australia,80,640000,8000
2023-07-17,Chanel,Asia,1,3000,3000
2022-11-15,Chanel,Australia,22,66000,3000
2021-10-28,Gucci,North America,12,14400,1200
2024-01-31,Dior,Middle East,97,145500,1500
2024-08-18,Dior,North America,79,118500,1500
2022-06-26,Rolex,Asia,53,424000,8000
2024-08-05,Louis Vuitton,Europe,62,155000,2500
2023-06-09,Dior,Australia,12,18000,1500
2021-09-26,Louis Vuitton,Middle East,34,85000,2500
2021-11-04,Chanel,Middle East,69,207000,3000
2023-12-11,Rolex,Australia,54,432000,8000
2022-09-07,Gucci,Europe,88,105600,1200
2022-12-23,Rolex,Asia,65,520000,8000
2022-10-18,Gucci,Asia,81,97200,1200
2024-10-24,Rolex,Middle East,34,272000,8000
2021-12-03,Dior,Middle East,37,55500,1500
2022-03-04,Rolex,Middle East,14,112000,8000
2023-04-19,Chanel,Middle East,87,261000,3000
2023-07-10,Louis Vuitton,Europe,15,37500,2500
2021-06-22,Chanel,Asia,98,294000,3000
2022-12-24,Chanel,Asia,20,60000,3000
2023-12-15,Louis Vuitton,Asia,26,65000,2500
2023-08-12,Dior,North America,5,7500,1500
2024-12-01,Dior,North America,26,39000,1500
2023-08-31,Chanel,Europe,40,120000,3000
2023-12-06,Rolex,North America,31,248000,8000
2021-05-28,Louis Vuitton,Asia,50,125000,2500
2024-10-26,Chanel,North America,57,171000,3000
2024-10-16,Gucci,Middle East,30,36000,1200
2022-09-02,Louis Vuitton,North America,48,120000,2500
2024-08-02,Rolex,Asia,53,424000,8000
2023-07-02,Dior,Asia,41,61500,1500
2021-07-20,Gucci,Middle East,29,34800,1200
2022-04-06,Louis Vuitton,Europe,4,10000,2500
2024-05-30,Louis Vuitton,Australia,44,110000,2500
2021-08-23,Dior,North America,70,105000,1500
2022-12-15,Chanel,Australia,65,195000,3000
2021-12-20,Chanel,North America,10,30000,3000
2023-09-02,Rolex,Australia,62,496000,8000
2021-10-30,Chanel,Asia,90,270000,3000
2024-03-29,Dior,Asia,63,94500,1500
2024-08-16,Chanel,Australia,17,51000,3000
2024-07-16,Rolex,North America,58,464000,8000
2021-12-02,Rolex,Middle East,46,368000,8000
2022-07-07,Chanel,Asia,20,60000,3000
2024-12-06,Louis Vuitton,Australia,48,120000,2500
2023-05-13,Chanel,Middle East,38,114000,3000
2024-11-22,Rolex,Europe,69,552000,8000
2023-12-22,Chanel,North America,50,150000,3000
2021-10-14,Dior,North America,79,118500,1500
2022-04-09,Dior,North America,89,133500,1500
2022-03-23,Chanel,Australia,20,60000,3000
2022-08-22,Gucci,Middle East,72,86400,1200
2021-09-02,Rolex,North America,59,472000,8000
2024-09-29,Louis Vuitton,North America,64,160000,2500
2021-12-08,Dior,Europe,36,54000,1500
2023-06-01,Dior,Australia,20,30000,1500
2021-05-05,Gucci,Europe,91,109200,1200
2022-08-22,Louis Vuitton,Australia,69,172500,2500
2022-02-28,Rolex,Australia,54,432000,8000
2024-10-21,Gucci,North America,43,51600,1200
2023-02-18,Chanel,Asia,14,42000,3000
2023-10-08,Chanel,Asia,79,237000,3000
2023-06-30,Chanel,North America,98,294000,3000
2023-08-18,Rolex,Asia,91,728000,8000
2021-12-07,Louis Vuitton,Europe,92,230000,2500
2022-06-15,Rolex,Europe,33,264000,8000
2023-01-14,Dior,North America,21,31500,1500
2022-10-11,Chanel,Australia,34,102000,3000
2021-07-05,Gucci,Europe,98,117600,1200
2023-01-14,Dior,Australia,11,16500,1500
2024-04-07,Chanel,Europe,3,9000,3000
2023-09-21,Chanel,Middle East,19,57000,3000
2022-08-21,Chanel,Middle East,65,195000,3000
2023-06-13,Gucci,Europe,28,33600,1200
2023-06-14,Dior,Asia,23,34500,1500
2022-02-12,Chanel,Middle East,30,90000,3000
2021-05-19,Gucci,North America,15,18000,1200
2021-08-23,Louis Vuitton,Middle East,84,210000,2500
2021-11-26,Chanel,North America,26,78000,3000
